movieId,title,genres
2282,Burnt by the Sun (Utomlyonnye solntsem) (1994),Drama
1435,Before the Rain (Pred dozhdot) (1994),Drama|War
1430,Before Sunrise (1995),Drama|Romance
1663,Billy Madison (1995),Comedy
2057,Boys on the Side (1995),Comedy|Drama
2531,Castle Freak (1995),Horror
2829,Circle of Friends (1995),Drama|Romance
2899,Clerks (1994),Comedy
3987,Don Juan DeMarco (1995),Comedy|Drama|Romance
3870,Disclosure (1994),Drama|Thriller
4165,Drop Zone (1994),Action|Thriller
3746,Destiny Turns on the Radio (1995),Comedy
3621,Death and the Maiden (1994),Drama|Thriller
3951,Dolores Claiborne (1995),Drama|Thriller
4248,Eat Drink Man Woman (Yin shi nan nu) (1994),Comedy|Drama|Romance
4557,Exotica (1994),Drama
4551,Exit to Eden (1994),Comedy
4260,Ed Wood (1994),Comedy|Drama
5161,French Kiss (1995),Action|Comedy|Romance
5049,Forget Paris (1995),Comedy|Romance
6159,Hideaway (1995),Thriller
4956,Fluke (1995),Children|Drama
5631,Gordy (1995),Children|Comedy|Fantasy
5768,Gumby: The Movie (1995),Animation|Children
6320,Hoop Dreams (1994),Documentary
6032,Heavenly Creatures (1994),Crime|Drama
6405,Houseguest (1994),Comedy
6717,Immortal Beloved (1994),Drama|Romance
6042,Heavyweights (Heavy Weights) (1995),Children|Comedy
6534,I.Q. (1994),Comedy|Romance
7123,Jefferson in Paris (1995),Drama
7296,Junior (1994),Comedy|Sci-Fi
7313,Just Cause (1995),Mystery|Thriller
7550,Kiss of Death (1995),Crime|Drama|Thriller
8029,Little Women (1994),Drama
7948,Like Water for Chocolate (Como agua para chocolate) (1992),Drama|Fantasy|Romance
7815,Legends of the Fall (1994),Drama|Romance|War|Western
8397,Major Payne (1995),Comedy
8019,Little Odessa (1994),Crime|Drama
8167,Love Affair (1994),Drama|Romance
8133,Losing Isaiah (1995),Drama
8561,Mary Shelley's Frankenstein (Frankenstein) (1994),Drama|Horror|Sci-Fi
8454,Man of the House (1995),Comedy
8885,Mixed Nuts (1994),Comedy
8783,Milk Money (1994),Comedy|Romance
8820,Miracle on 34th Street (1994),Drama
8734,Miami Rhapsody (1995),Comedy
9215,My Family (1995),Drama
9147,Murder in the First (1995),Drama|Thriller
9582,Nobody's Fool (1994),Comedy|Drama|Romance
9396,Nell (1994),Drama
9425,New Jersey Drive (1995),Crime|Drama
9397,Nemesis 2: Nebula (1995),Action|Sci-Fi|Thriller
9371,Natural Born Killers (1994),Action|Crime|Thriller
9896,Only You (1994),Comedy|Romance
9824,Once Were Warriors (1994),Crime|Drama
10002,Outbreak (1995),Action|Drama|Sci-Fi|Thriller
10659,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller
10082,Panther (1995),Drama
10698,Pushing Hands (Tui shou) (1992),Drama
10558,Priest (1994),Drama
10750,Quiz Show (1994),Drama
10331,Picture Bride (Bijo photo) (1994),Drama|Romance
11259,Roommates (1995),Comedy|Drama
13766,Three Colors: Blue (Trois couleurs: Bleu) (1993),Drama
10985,Rent-a-Kid (1995),Comedy
10961,Relative Fear (1994),Horror|Thriller
12688,Stuart Saves His Family (1995),Comedy
12475,Stargate (1994),Action|Adventure|Sci-Fi
11762,Shallow Grave (1994),Comedy|Drama|Thriller
12842,Suture (1993),Film-Noir|Thriller
12645,Strawberry and Chocolate (Fresa y chocolate) (1993),Drama
12881,Swimming with Sharks (1995),Comedy|Drama
9363,National Lampoon's Senior Trip (1995),Comedy
13894,To Live (Huozhe) (1994),Drama
13002,Tank Girl (1995),Action|Comedy|Sci-Fi
12974,Tales from the Hood (1995),Action|Crime|Horror
13928,Tom & Viv (1994),Drama
14541,Village of the Damned (1995),Horror|Sci-Fi
13944,Tommy Boy (1995),Comedy
14485,Vanya on 42nd Street (1994),Drama
14819,What's Eating Gilbert Grape (1993),Drama
14561,Virtuosity (1995),Action|Sci-Fi|Thriller
14920,While You Were Sleeping (1995),Comedy|Romance
4019,Double Happiness (1994),Drama
9155,Muriel's Wedding (1994),Comedy
340,Ace Ventura: Pet Detective (1994),Comedy
1172,Backbeat (1993),Drama|Musical
1689,Bitter Moon (1992),Drama|Film-Noir|Romance
2897,Clear and Present Danger (1994),Action|Crime|Drama|Thriller
3282,Crooklyn (1994),Comedy|Drama
2946,Cobb (1994),Drama
5058,Forrest Gump (1994),Comedy|Drama|Romance|War
5086,Four Weddings and a Funeral (1994),Comedy|Romance
6194,Higher Learning (1995),Drama
6588,I Like It Like That (1994),Comedy|Drama|Romance
6593,I Love Trouble (1994),Action|Comedy
7019,It Could Happen to You (1994),Comedy|Drama|Romance
7990,Little Buddha (1993),Drama
8589,Maverick (1994),Adventure|Comedy|Western
9107,Mrs. Parker and the Vicious Circle (1994),Drama
10876,Reality Bites (1994),Comedy|Drama|Romance
10929,Red Rock West (1992),Thriller
11090,Richie Rich (1994),Children|Comedy
11376,Safe Passage (1994),Drama
12342,Speed (1994),Action|Romance|Thriller
12341,Speechless (1994),Comedy|Romance
13853,Timecop (1994),Action|Sci-Fi|Thriller
14162,True Lies (1994),Action|Adventure|Comedy|Romance|Thriller
14885,When a Man Loves a Woman (1994),Drama|Romance
15161,Wolf (1994),Drama|Horror|Romance|Thriller
15231,Wyatt Earp (1994),Western
1192,Bad Company (1995),Action|Crime|Drama
11350,S.F.W. (1994),Drama
2050,Boys Life (1995),Drama
7105,Jason's Lyric (1994),Crime|Drama
12654,Street Fighter (1994),Action|Adventure|Fantasy
2989,Coldblooded (1995),Comedy
4629,Fall Time (1995),Drama
5099,Frank and Ollie (1995),Documentary
5479,Girl in the Cadillac (1995),Drama
8822,Mirage (1995),Action|Thriller
9905,Open Season (1996),Comedy
6201,Highlander III: The Sorcerer (a.k.a. Highlander: The Final Dimension) (1994),Action|Fantasy
4746,Federal Hill (1994),Drama
6800,In the Mouth of Madness (1995),Horror|Thriller
224,8 Seconds (1994),Drama
317,Above the Rim (1994),Crime|Drama
375,Addams Family Values (1993),Children|Comedy|Fantasy
476,Airheads (1994),Comedy
868,Another Stakeout (1993),Comedy|Thriller
1201,Bad Girls (1994),Western
1278,Barcelona (1994),Comedy|Romance
1456,Being Human (1993),Drama
1559,Beverly Hills Cop III (1994),Action|Comedy|Crime|Thriller
1698,Black Beauty (1994),Adventure|Children|Drama
1811,Blink (1994),Thriller
1884,Blown Away (1994),Action|Thriller
1890,Blue Chips (1994),Drama
1904,Blue Sky (1994),Drama|Romance
1941,Body Snatchers (1993),Horror|Sci-Fi|Thriller
2034,Boxing Helena (1993),Drama|Mystery|Romance|Thriller
2332,Cabin Boy (1994),Comedy
2355,Calendar Girl (1993),Comedy|Drama
2474,Carlito's Way (1993),Crime|Drama
2854,City Slickers II: The Legend of Curly's Gold (1994),Adventure|Comedy|Western
2892,Clean Slate (1994),Comedy
2903,Cliffhanger (1993),Action|Adventure|Thriller
3079,Coneheads (1993),Comedy|Sci-Fi
3000,Color of Night (1994),Drama|Thriller
3412,Dangerous Game (1993),Drama
3482,Dave (1993),Comedy|Romance
3518,Dazed and Confused (1993),Comedy
3701,Demolition Man (1993),Action|Adventure|Sci-Fi
4482,Even Cowgirls Get the Blues (1993),Comedy|Romance
4702,Fatal Instinct (1993),Comedy
4685,Farewell My Concubine (Ba wang bie ji) (1993),Drama|Romance
4740,Fearless (1993),Drama
4739,Fear of a Black Hat (1994),Comedy
15140,With Honors (1994),Comedy|Drama
4922,Flesh and Bone (1993),Drama|Mystery|Romance
15021,Widows' Peak (1994),Drama
5002,For Love or Money (1993),Comedy|Romance
5135,Free Willy (1993),Adventure|Children|Drama
5169,Fresh (1994),Crime|Drama|Thriller
5392,Geronimo: An American Legend (1993),Drama|Western
5420,Getting Even with Dad (1994),Comedy
5517,Go Fish (1994),Drama|Romance
5763,Guilty as Sin (1993),Crime|Drama|Thriller
5910,Hard Target (1993),Action|Adventure|Crime|Thriller
6026,Heaven & Earth (1993),Action|Drama|War
6354,Hot Shots! Part Deux (1993),Action|Comedy|War
8035,Live Nude Girls (1995),Comedy
6380,House Party 3 (1994),Comedy
6513,I'll Do Anything (1994),Comedy|Drama
6775,In the Army Now (1994),Comedy|War
6796,In the Line of Fire (1993),Action|Thriller
6801,In the Name of the Father (1993),Drama
7166,Jimmy Hollywood (1994),Comedy|Crime|Drama
7264,Judgment Night (1993),Action|Crime|Thriller
7304,Jurassic Park (1993),Action|Adventure|Sci-Fi|Thriller
7365,Kalifornia (1993),Drama|Thriller
7481,Killing Zoe (1994),Crime|Drama|Thriller
7520,King of the Hill (1993),Drama
7713,Lassie (1994),Adventure|Children
7715,Last Action Hero (1993),Action|Adventure|Comedy|Fantasy
7925,Life with Mikey (1993),Comedy
7937,Lightning Jack (1994),Comedy|Western
8290,M. Butterfly (1993),Drama|Romance
8343,Made in America (1993),Comedy
8413,Malice (1993),Thriller
8477,Manhattan Murder Mystery (1993),Comedy|Mystery
8698,Menace II Society (1993),Action|Crime|Drama
4541,Executive Decision (1996),Action|Adventure|Thriller
6806,In the Realm of the Senses (Ai no corrida) (1976),Drama
9113,Much Ado About Nothing (1993),Comedy|Romance
9068,Mr. Jones (1993),Drama|Romance
9098,Mr. Wonderful (1993),Comedy|Romance
9104,Mrs. Doubtfire (1993),Comedy|Drama
9332,Naked (1993),Drama
9548,No Escape (1994),Action|Drama|Sci-Fi
9612,North (1994),Comedy
9943,Orlando (1992),Drama|Fantasy|Romance
10309,Philadelphia (1993),Drama
10426,Poetic Justice (1993),Drama
10784,Radioland Murders (1994),Comedy|Mystery|Romance
10977,Renaissance Man (1994),Comedy|Drama
11145,Rising Sun (1993),Action|Drama|Mystery
11190,RoboCop 3 (1993),Action|Crime|Drama|Sci-Fi|Thriller
11181,Robin Hood: Men in Tights (1993),Comedy
11243,Romeo Is Bleeding (1993),Crime|Thriller
11247,Romper Stomper (1992),Action|Drama
11297,Ruby in Paradise (1993),Drama
11304,Rudy (1993),Drama
11536,Schindler's List (1993),Drama|War
11584,Searching for Bobby Fischer (1993),Drama
11594,Second Best (1994),Drama
11666,Serial Mom (1994),Comedy|Crime|Horror
11743,Shadowlands (1993),Drama|Romance
11871,Short Cuts (1993),Drama
11991,Sirens (1994),Drama
12007,Six Degrees of Separation (1993),Drama
12072,Sleepless in Seattle (1993),Comedy|Drama|Romance
12085,Sliver (1993),Thriller
1774,Blade Runner (1982),Action|Sci-Fi|Thriller
12231,Son in Law (1993),Comedy|Drama|Romance
12153,So I Married an Axe Murderer (1993),Comedy|Romance|Thriller
12674,Striking Distance (1993),Action|Crime
5920,Harem (1985),Drama
12786,Super Mario Bros. (1993),Action|Adventure|Children|Comedy|Fantasy|Sci-Fi
12830,Surviving the Game (1994),Action|Adventure|Thriller
13121,Terminal Velocity (1994),Action|Mystery|Thriller
13798,Threesome (1994),Comedy|Romance
13940,Tombstone (1993),Action|Drama|Western
14102,Trial by Jury (1994),Crime|Drama|Thriller
14164,True Romance (1993),Crime|Thriller
7459,Killer (Bulletproof Heart) (1994),Drama|Thriller
14780,Welcome to the Dollhouse (1995),Comedy|Drama
5391,Germinal (1993),Drama|Romance
2678,Chasers (1994),Comedy
3280,Cronos (1993),Drama|Horror
9341,Naked in New York (1994),Comedy|Romance
7441,Kika (1993),Comedy|Drama
1594,Bhaji on the Beach (1993),Comedy|Drama
7984,Little Big League (1994),Comedy|Drama
5037,Foreign Student (1994),Drama
12317,Spanking the Monkey (1994),Comedy|Drama
794,Andre (1994),Adventure|Children|Drama
10578,Princess Caraboo (1994),Drama
3588,Dear Diary (Caro Diario) (1994),Comedy|Drama
6570,I Don't Want to Talk About It (De eso no se habla) (1993),Drama|Romance
6276,Home Alone (1990),Children|Comedy
5425,Ghost (1990),Comedy|Drama|Fantasy|Romance|Thriller
491,Aladdin (1992),Adventure|Animation|Children|Comedy|Musical
13122,Terminator 2: Judgment Day (1991),Action|Sci-Fi
3401,Dances with Wolves (1990),Adventure|Drama|Western
1321,Batman (1989),Action|Crime|Thriller
12143,Snow White and the Seven Dwarfs (1937),Animation|Children|Drama|Fantasy|Musical
1392,Beauty and the Beast (1991),Animation|Children|Fantasy|Musical|Romance|IMAX
10357,Pinocchio (1940),Animation|Children|Fantasy|Musical
10545,Pretty Woman (1990),Comedy|Romance
15085,Window to Paris (Okno v Parizh) (1994),Comedy|Fantasy
8224,Love and a .45 (1994),Action|Comedy|Crime
3262,Criminals (1996),Documentary
9844,One Fine Day (1996),Drama|Romance
2410,Candyman: Farewell to the Flesh (1995),Fantasy|Horror
2590,Century (1993),Drama
4687,Fargo (1996),Comedy|Crime|Drama|Thriller
6298,Homeward Bound II: Lost in San Francisco (1996),Adventure|Children
6036,Heavy Metal (1981),Action|Adventure|Animation|Horror|Sci-Fi
6093,Hellraiser: Bloodline (1996),Action|Horror|Sci-Fi
7097,Jane Eyre (1996),Drama|Romance
8050,Loaded (1994),Drama|Thriller
2077,Bread and Chocolate (Pane e cioccolata) (1973),Comedy|Drama
14259,Two Much (1995),Comedy|Romance
4259,Ed (1996),Comedy
11568,Scream of Stone (Cerro Torre: Schrei aus Stein) (1991),Drama
9224,My Favorite Season (1993),Drama
3077,Condition Red (Beyond the Law) (1995),Action|Drama|Thriller
10560,Primal Fear (1996),Crime|Drama|Mystery|Thriller
11299,Rude (1995),Drama
2496,Carried Away (1996),Drama|Romance
566,All Dogs Go to Heaven 2 (1996),Adventure|Animation|Children|Fantasy|Musical|Romance
7694,Land and Freedom (Tierra y libertad) (1995),Drama|War
3711,Denise Calls Up (1995),Comedy
13650,Theodore Rex (1995),Comedy
5197,Frisk (1995),Drama
11724,Sgt. Bilko (1996),Comedy
7064,Jack and Sarah (1995),Romance
5472,Girl 6 (1996),Comedy|Drama
3783,Diabolique (1996),Drama|Thriller
3186,Courage Under Fire (1996),Action|Crime|Drama|War
8860,Mission: Impossible (1996),Action|Adventure|Mystery|Thriller
2976,Cold Fever (Á köldum klaka) (1995),Comedy|Drama
8903,Moll Flanders (1996),Drama
4113,Dragonheart (1996),Action|Adventure|Fantasy
4262,Eddie (1996),Comedy
1655,Billy's Holiday (1995),Drama|Musical
10691,Purple Noon (Plein soleil) (1960),Crime|Drama|Thriller
1077,August (1996),Drama
7093,James and the Giant Peach (1996),Adventure|Animation|Children|Fantasy|Musical
4727,Fear (1996),Thriller
7439,Kids in the Hall: Brain Candy (1996),Comedy
4625,Faithful (1996),Comedy
14346,Underground (1995),Comedy|Drama|War
582,All Things Fair (Lust och fägring stor) (1995),Drama|Romance|War
9319,Mystery Science Theater 3000: The Movie (1996),Comedy|Sci-Fi
13011,Tarantella (1995),Drama
12306,Space Jam (1996),Adventure|Animation|Children|Comedy|Fantasy|Sci-Fi
1268,Barbarella (1968),Adventure|Comedy|Sci-Fi
13671,They Bite (1996),Comedy|Horror|Sci-Fi
12190,Some Folks Call It a Sling Blade (1993),Drama|Thriller
15086,Windows (1980),Drama
6998,It's My Party (1996),Drama
3181,Country Life (1994),Drama|Romance
9918,Operation Dumbo Drop (1995),Action|Adventure|Comedy|War
9111,Mrs. Winterbourne (1996),Comedy|Romance
12182,Solo (1996),Action|Sci-Fi|Thriller
14326,Under the Domim Tree (Etz Hadomim Tafus) (1994),Drama
14157,True Crime (1996),Mystery|Thriller
2304,Butterfly Kiss (1995),Drama|Thriller
4750,Feeling Minnesota (1996),Drama|Romance
3695,Delta of Venus (1995),Drama
826,Angus (1995),Comedy
3371,Daens (1992),Drama
4605,Faces (1968),Drama
2048,Boys (1996),Drama
3168,Cosi (1996),Comedy
12770,Sunset Park (1996),Drama
9126,Mulholland Falls (1996),Crime|Drama|Thriller
9763,Oliver & Company (1988),Adventure|Animation|Children|Comedy|Musical
2582,Celtic Pride (1996),Comedy
4938,Flipper (1996),Adventure|Children
2453,Captives (1994),Crime|Drama|Romance|Thriller
9728,Of Love and Shadows (1994),Drama
3538,Dead Man (1995),Drama|Mystery|Western
12892,Switchblade Sisters (1975),Crime
9038,Mouth to Mouth (Boca a boca) (1995),Comedy
9127,Multiplicity (1996),Comedy
14657,Wallace & Gromit: The Best of Aardman Animation (1996),Adventure|Animation|Comedy
14248,Two Friends (1986),Drama
7719,Last Dance (1996),Drama
2974,Cold Comfort Farm (1995),Comedy
8252,Low Life (1994),Drama
6025,Heaven's Prisoners (1996),Crime|Thriller
9941,Original Gangstas (1996),Crime
2584,Cemetery Man (Dellamorte Dellamore) (1994),Horror
14231,Twister (1996),Action|Adventure|Romance|Thriller
1266,Barb Wire (1996),Action|Sci-Fi
5439,Ghost in the Shell (Kôkaku kidôtai) (1995),Animation|Sci-Fi
13708,Thinner (1996),Horror|Thriller
12400,Spy Hard (1996),Comedy
5029,Force of Evil (1948),Film-Noir
2469,Careful (1992),Comedy|Horror
5576,Gold Diggers: The Secret of Bear Mountain (1995),Adventure|Children
7487,Kim (1950),Children|Drama
1005,Ashes of Time (Dung che sai duk) (1994),Drama
8600,Maya Lin: A Strong Clear Vision (1994),Documentary
12428,Stalingrad (1993),Drama|War
12678,Striptease (1996),Comedy|Crime
6035,Heavy (1995),Drama|Romance
7055,Jack (1996),Comedy|Drama
6616,I Shot Andy Warhol (1996),Drama
12201,Someone Else's America (1995),Drama
14017,Touki Bouki (1973),Drama
14786,Wend Kuuni (a.k.a. God's Gift) (1982),Drama
12369,Spirits of the Dead (1968),Horror|Mystery
10299,Pharaoh's Army (1995),War
14048,Trainspotting (1996),Comedy|Crime|Drama
5,'Til There Was You (1997),Drama|Romance
6825,Independence Day (a.k.a. ID4) (1996),Action|Adventure|Sci-Fi|Thriller
12523,Stealing Beauty (1996),Drama
7526,Kingpin (1996),Comedy
4424,Eraser (1996),Action|Drama|Thriller
12199,Somebody to Love (1994),Drama
3508,Daylight (1996),Action|Adventure|Drama|Thriller
8074,Lone Star (1996),Drama|Mystery|Western
5929,Harriet the Spy (1996),Children|Comedy
10306,Phenomenon (1996),Drama|Romance
14653,Walking and Talking (1996),Comedy|Drama|Romance
11804,She's the One (1996),Comedy|Romance
677,American Buffalo (1996),Crime|Drama
498,Alaska (1996),Adventure|Children
4918,Fled (1996),Action|Adventure
7393,Kazaam (1996),Children|Comedy|Fantasy
8365,Magic Hunter (Büvös vadász) (1994),Drama
10511,Power 98 (1996),Action|Mystery|Thriller
14243,Two Deaths (1995),Drama
12539,Stefano Quantestorie (1993),Comedy|Drama
6045,Hedd Wyn (1992),Drama|Romance|War
10954,Regular Guys (Echte Kerle) (1996),Comedy|Romance
7181,Joe's Apartment (1996),Comedy|Fantasy|Musical
12589,Stonewall (1995),Drama
10833,Ransom (1996),Crime|Thriller
6179,High School High (1996),Comedy
10303,Phat Beach (1996),Comedy
5090,Foxfire (1996),Drama
2598,Chain Reaction (1996),Action|Adventure|Thriller
8584,Matilda (1996),Children|Comedy|Fantasy
4353,Emma (1996),Comedy|Drama|Romance
6373,House Arrest (1996),Children|Comedy
4939,Flirt (1995),Drama
4446,Escape from L.A. (1996),Action|Adventure|Sci-Fi|Thriller
3345,Cyclo (Xich lo) (1995),Crime|Drama
1305,Basquiat (1996),Drama
13858,Tin Cup (1996),Comedy|Drama|Romance
3835,Dingo (1991),Drama
4496,Every Other Weekend (Un week-end sur deux) (1990),Drama
8786,Mille bolle blu (1993),Comedy
3299,Crows and Sparrows (Wuya yu maque) (1949),Drama
8486,Manny & Lo (1996),Drama
12093,Small Faces (1996),Drama
2025,Bound (1996),Crime|Drama|Romance|Thriller
2494,Carpool (1996),Comedy|Crime
3624,Death in Brunswick (1991),Comedy
7375,Kansas City (1996),Crime|Drama|Musical|Thriller
5596,Gone Fishin' (1997),Comedy
14584,Vive L'Amour (Ai qing wan sui) (1994),Drama
11738,Shadow of Angels (Schatten der Engel) (1976),Drama
7458,Killer: A Journal of Murder (1995),Crime|Drama
9660,Nothing to Lose (1994),Action|Crime|Drama
5492,Girls Town (1996),Comedy|Drama
2315,Bye-Bye (1995),Drama
4861,First Kid (1996),Children|Comedy
12865,Sweet Nothing (1996),Drama
1949,Bogus (1996),Children|Drama|Fantasy
2250,Bulletproof (1996),Action|Comedy|Crime
12982,Talk of Angels (1998),Drama
10,1-900 (06) (1994),Drama|Romance
5824,Halloween: The Curse of Michael Myers (Halloween 6: The Curse of Michael Myers) (1995),Horror|Thriller
14204,Twelfth Night (1996),Comedy|Drama|Romance
9022,Mother Night (1996),Drama
7897,Liebelei (1933),Romance
14500,Venice/Venice (1992),Drama
